State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,ST,Workers,Male_Workers,Female_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Households_with_Television,Ownership_Owned_Households,Ownership_Rented_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Location_of_drinking_water_source_Away_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,Married_couples_None_Households,Total_Power_Parity
Bihar,Khagaria,25.53558891454964,86.56593256351037,223,1666886,883786,783100,768028,461153,306875,247161,675,560805,398216,162589,1486989,175588,1253,143,79,86,40641,1580,21654,373696,21007,394703,350601,233494,130004,100555,65931,38697,5969,925251,903323,1828574,1114645,355531,195796,31220,321312,3292,5547,39429,44976,40886,154724,53562,60276,109253,18748,37245,269846,29736,4781,6121,1043,297,21998,1254
Bihar,Kishanganj,26.32433675832129,87.95045007235886,210,1690400,866970,823430,745056,439921,305135,113118,64224,529064,421192,107872,531236,1149095,5783,398,183,1476,58718,1093,14073,401793,43357,445150,356401,235779,89025,42778,25989,15386,3761,769119,945397,1714516,1139615,361114,188447,28736,326865,4776,12920,37799,50719,44945,153832,53447,55440,108403,22757,33601,276414,16858,2134,2594,382,78,39845,1347
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227,1000912,526345,474567,507270,305182,202088,153209,8333,326576,240494,86082,956396,40886,487,140,52,78,44491,1186,8862,175882,31763,207645,172076,149312,111684,85807,48001,27261,3814,597955,450967,1048922,650642,218840,130655,31048,158930,3444,2515,10049,12564,12890,64137,22380,28867,62457,25272,30335,101792,30165,9874,14340,3109,1357,18133,904
Bihar,Madhepura,25.77341929460581,86.8978443983403,213,2001762,1047559,954203,834577,517666,316911,346275,12532,777546,496046,281500,1753829,241760,1342,170,60,133,23236,1397,23309,486278,24000,510278,340813,189431,114474,99437,79891,44955,6509,875510,1202278,2077788,1311771,444235,242382,23209,394241,3072,6090,46102,52192,52354,203093,72963,77776,126649,19067,28868,324221,42330,6610,8126,1211,305,26324,1494
Bihar,Madhubani,26.41380538172716,86.16328360450552,207,4487379,2329313,2158066,2155338,1340085,815253,587158,3990,1636938,1105947,530991,3652168,818912,3262,564,328,442,113281,5319,65548,1047552,41234,1088786,783888,771417,520875,303114,170563,137780,11352,2698989,2003079,4702068,2860455,1009424,611899,73851,884913,8410,20753,102414,123167,108433,441220,157322,175465,278421,58731,142744,681994,116811,22106,28218,4700,1412,74516,3520
Bihar,Munger,25.198537962962963,86.54173672839504,226,1367765,729041,638724,801817,473741,328076,183846,21404,426658,327453,99205,1252319,110416,1815,338,95,145,90461,2653,17946,222281,85782,308063,226699,158699,146414,147152,101907,64469,4394,849734,498676,1348410,860147,316713,188319,69973,248457,11182,4944,23445,28389,30778,130791,47936,52077,85773,18796,43505,199555,33704,6965,9066,1638,463,21424,1424
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,4801062,2527497,2273565,2509232,1487117,1022115,751975,5979,1547586,1195308,352278,4032773,745546,5149,933,288,382,180651,10290,73012,998694,120700,1119394,1092952,743623,419433,299475,194920,138916,14475,2903794,1924438,4828232,3016735,1079189,697108,172027,911967,22474,22443,104046,126489,114417,459200,164807,179976,297357,64817,87226,702089,126765,24479,32056,5670,1907,86953,4105
Bihar,Nalanda,25.229345508982053,85.48053113772461,229,2877653,1497060,1380593,1519933,919558,600375,607672,1442,1045420,703405,342015,2669775,198033,1978,393,414,561,101378,4156,43848,514141,102522,616663,581978,486266,320839,274556,177358,133032,11159,1985188,1324385,3309573,1829128,642197,403129,87070,464186,17540,9824,33798,43622,39387,191481,68723,83371,175870,76349,99223,297609,99650,32597,46830,10089,4144,43233,2578
Bihar,Nawada,24.825708836206903,85.61594568965519,237,2219146,1144668,1074478,1091012,659474,431538,565112,2045,817041,539439,277602,1964620,244394,1299,250,176,279,31162,1841,28411,379551,45323,424874,601011,368649,195072,161127,95943,64585,3130,1489517,1091439,2580956,1440781,485628,288805,34020,336216,7706,5117,19722,24839,23197,117974,40493,54284,132750,71186,65594,194211,80648,31140,48312,11542,5630,23578,1924
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203,3935042,2061110,1873932,1759481,1091226,668255,553944,250046,1478947,999282,479665,3047427,865090,8469,926,1337,296,57546,3495,41143,839514,96620,936134,1053481,543965,250243,159563,98732,70669,6035,2182688,1710878,3893566,2544205,888205,497793,69056,694531,7910,18044,66944,84988,70446,299420,102964,126010,249111,74546,56971,508159,109279,26324,35133,6684,2125,55494,3181
Bihar,Patna,25.40297114503818,85.3198433587787,230,5838465,3078512,2759953,3459679,2028047,1431632,920918,9069,1881886,1436411,445475,5356075,439952,12551,4803,1062,2151,546859,40692,132582,657991,552103,1210094,1244842,1095655,920051,698351,463361,452340,46126,4920726,2590473,7511199,3626564,1382654,815638,453344,829728,104162,17629,60489,78118,83095,411646,153095,175456,328240,139437,97253,609661,183921,60090,86592,18736,7766,77267,7065
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204,5099371,2681209,2418162,2276957,1407603,869354,649726,12461,1737539,1260774,476765,4086453,990349,4865,668,878,464,74979,7719,70258,1142260,101565,1243825,1280809,982506,450631,241118,121594,68781,5149,3150588,2142757,5293345,3316422,1122340,648009,96546,967001,9489,20306,110085,130391,115248,447128,155286,176594,329859,76925,82938,747255,129176,26188,34713,6446,2079,73159,4098
Bihar,Purnia,25.81714801901739,87.40447606973065,211,3264619,1699370,1565249,1332326,805261,527065,390991,139490,1143318,803275,340043,1989420,1255641,7989,614,353,1450,86058,4170,33664,712847,85749,798596,668690,360243,184327,119259,83226,59996,11116,1486857,1798786,3285643,2155512,696556,372692,63200,624039,8720,17045,75176,92221,82784,304012,107266,113962,205154,39326,52843,517258,53373,8430,10296,1478,388,59786,2641
Bihar,Rohtas,24.99170460829495,83.9350762672811,234,2959918,1543546,1416372,1799832,1061783,738049,549546,31650,924879,707939,216940,2645415,300487,2889,2569,1584,252,114893,4594,36279,512383,95678,608061,535187,548971,399053,333053,194928,161555,16006,2188753,876443,3065196,1875174,673742,407193,106218,433720,15995,8103,27143,35246,32977,166203,57298,75928,166881,87548,26201,260042,103275,37743,58724,13663,7318,33837,1555
Bihar,Saharsa,25.821270696721303,86.54670819672135,214,1900661,997174,903487,804996,506374,298622,317249,6009,649898,456724,193174,1629254,266620,1292,197,60,109,41342,1668,19415,432651,38046,470697,348300,194897,104182,90182,64560,47051,6016,855188,1151349,2006537,1249692,415863,233870,30518,359161,5426,5742,39031,44773,43608,179102,64222,71272,122491,21846,34896,291291,43704,8148,10170,1600,422,23047,1582
Bihar,Samastipur,25.793205563909765,85.94833323308269,221,4261566,2230003,2031563,2142880,1293575,849305,803128,1884,1343400,1037576,305824,3800598,452370,2126,554,292,231,88021,5379,50918,1012979,43486,1056465,781038,710468,438908,284082,186153,129933,19126,2549708,1996651,4546359,2766930,913339,568812,84248,829443,10874,19043,94848,113891,100052,404835,142305,162478,274280,57347,113395,657647,102513,21642,27676,4775,1259,62517,3500
Bihar,Saran,25.89656077844312,84.82266287425155,219,3951862,2022821,1929041,2157454,1285767,871687,474066,36786,1040231,857660,182571,3534772,406449,2330,371,229,322,94787,4509,37442,701323,76299,777622,793945,693465,433759,361171,213251,148065,9848,2653504,1313700,3967204,2516115,847031,585386,128169,628222,8764,13380,38867,52247,47876,226877,77631,101370,238266,124352,52347,384243,132367,47458,70773,16311,7004,54359,3667
Bihar,Sheikhpura,25.12472436548223,85.77839390862943,228,636342,329743,306599,328676,196431,132245,131115,617,224655,151569,73086,596102,37653,313,75,41,43,20065,631,8873,108293,24345,132638,129673,110525,59529,52860,33856,19676,3399,409518,305609,715127,413475,136898,85045,16279,100345,2119,1918,6427,8345,7547,36901,12786,16568,39065,19437,22635,61869,21544,7777,11485,2536,1172,8850,565
Bihar,Sheohar,26.458380748663107,85.29539411764709,205,656246,346673,309573,283698,171645,112053,96655,318,216372,166693,49679,552492,99342,522,216,73,52,10004,478,6698,158484,7516,166000,128209,91277,37063,25657,16031,10091,661,308989,348078,657067,421241,139909,93398,11722,147280,830,6732,26938,33670,22278,71746,25002,24466,39484,3989,15128,124984,8303,733,897,136,28,14705,489
Bihar,Sitamarhi,26.56570069686413,85.61172491289203,206,3423574,1803252,1620322,1436794,885188,551606,405714,2989,1114583,865929,248654,2672311,740101,2897,261,253,188,66263,3460,42461,807294,49670,856964,733380,394422,196321,136500,92783,70549,11936,1635891,1852765,3488656,2206340,739982,449035,61089,720630,6856,23067,113986,137053,102555,357069,125274,129240,210775,28186,122665,602916,59010,7662,9470,1464,344,61687,2679
Bihar,Siwan,26.1736372013652,84.33766552901022,218,3330464,1675090,1655374,1930175,1115906,814269,386685,87000,932416,730396,202020,2712635,608282,2618,369,407,359,52935,3834,37833,632514,41858,674372,689880,612635,445257,355277,186817,119164,12091,2421121,1207119,3628240,2115448,713597,498299,74071,535085,6347,10879,31553,42432,39746,191273,65249,86278,203685,107489,27943,323877,114884,41033,61005,13821,6151,45113,3014
Bihar,Supaul,26.28157893772896,86.78496465201461,208,2229076,1155283,1073793,1033283,647672,385611,354249,10168,877682,551718,325964,1809936,409251,3758,271,136,546,51028,1845,25078,572287,27815,600102,467768,269737,157787,99530,69665,45726,5850,1116063,1220268,2336331,1453438,495020,277610,26559,430158,5069,7736,46159,53895,53452,223470,80317,89701,141160,22279,21374,345385,55898,9148,10961,1483,330,28560,1836
Bihar,Vaishali,25.8134703180212,85.39247597173153,220,3495021,1844535,1650486,1926740,1152576,774164,738031,2274,1060344,858648,201696,3152346,333980,2203,707,362,246,70001,4810,39564,699317,51494,750811,810191,487594,370247,291392,178320,124448,9094,2271286,1479152,3750438,2176701,759132,486032,101269,620927,6879,10568,51344,61912,61291,285265,101129,122845,217871,67578,77755,435592,112105,30410,41647,8375,2862,43282,2930
Chandigarh,Chandigarh,30.7426,76.75872465753424,55,1055450,580663,474787,805438,465346,340092,199086,0,404136,328159,75977,852574,51447,8720,138329,1160,1960,231204,44283,78113,8911,289456,298367,80406,118667,114209,124707,98786,174528,20188,731491,184265,915756,602411,303748,148945,193932,112043,110377,15220,24396,39616,36024,144460,64040,44396,43001,7984,5182,162464,24076,4872,5667,676,119,42854,34145
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,414,1413199,698487,714712,650863,382335,268528,37963,931780,726531,404364,322167,1277975,12413,27951,2099,985,3466,157646,1782,9042,316425,54894,371319,183667,178766,139330,60936,57413,32895,3227,656234,729550,1385784,864272,358157,189569,50155,287405,13252,14805,39505,54310,45757,161211,58138,57316,81784,9502,109749,222252,35222,3347,3836,407,82,45497,1529
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,30,381956,192764,189192,287620,155599,132021,98989,10693,205871,111543,94328,371973,6984,236,2387,113,10,79146,1574,6281,152458,11987,164445,35817,59489,53515,64730,45695,25474,3241,287961,65864,353825,193671,107367,80497,61392,75560,4092,3819,6685,10504,9924,46905,21119,15862,18706,4338,9259,50624,15387,3523,4063,459,81,10379,3666
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,406,2663629,1351574,1312055,1596560,932474,664086,552992,498469,1203197,715467,487730,2540763,57973,20745,6373,2979,2357,519704,8566,30892,549632,188174,737806,382091,407692,337793,189296,152838,134637,19654,1624001,943112,2567113,1625484,655032,380114,193337,561313,37623,36885,84460,121345,88162,321189,118976,114051,148587,24774,162050,464063,57480,10850,13773,2306,617,80579,2981
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,412,799781,397897,401884,546833,303924,242909,58581,207633,402895,226382,176513,777188,10425,2644,1196,667,3612,148926,1016,4804,168689,41792,210481,143128,148544,120146,65196,58875,31319,5096,572304,214637,786941,461125,213021,125429,67737,156006,6283,9725,17441,27166,19469,92059,35418,37172,40160,8893,30830,113655,24428,5772,7166,1096,298,23029,782
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,409,3343872,1682101,1661771,2303378,1284612,1018766,458040,397416,1496805,921729,575076,3129745,83499,24304,24276,19587,17209,614109,16141,51289,533448,349741,883189,463598,573291,497668,309508,286244,202424,30555,2363288,823501,3186789,1919832,898241,523656,343369,582952,74863,34096,69172,103268,82012,375703,148385,145306,172192,41838,139609,473520,106165,27076,33807,5370,1361,79509,4209
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,402,851669,424747,426922,495415,280656,214759,48844,530378,487360,263645,223715,629509,15336,189588,474,467,694,76783,567,5755,205670,20722,226392,120768,137681,127299,64188,50562,26161,3166,529825,328438,858263,488965,214455,148100,20512,179774,7347,9440,24667,34107,26333,99333,36438,36562,50726,6361,65994,136893,26950,3115,3619,419,85,23065,856
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,404,1206640,612915,593725,748759,433391,315368,124679,493559,521186,333329,187857,1133176,30195,21059,3666,897,753,202380,4544,18004,206598,126055,332653,178191,188303,168387,89167,83166,61215,11792,780221,410186,1190407,729708,309479,166959,95963,232642,29297,17260,37958,55218,42526,153186,58842,51818,61531,7136,70494,208797,26348,3799,4509,590,120,37417,1565
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,400,658917,334737,324180,397823,229923,167900,54776,304280,307071,185483,121588,604259,25878,9398,1391,84,1155,80023,1667,7609,121852,59763,181615,143413,109639,87969,47127,38677,26802,4134,457761,179639,637400,399581,165022,94073,38765,124298,17842,9604,22348,31952,23034,81771,30622,28115,34136,4216,45311,111220,16253,2167,2572,323,82,22030,852
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,411,1032754,511967,520787,637963,364089,273874,139581,279896,499260,291858,207402,1008061,12570,5284,2941,521,1495,212487,961,5614,274793,35774,310567,179770,194739,152183,78583,57949,33357,5951,702532,384764,1087296,582544,272009,177826,68012,241908,7773,16490,38904,55394,37513,143728,58094,48121,50550,6832,65170,190249,27994,4433,5334,709,192,32927,964
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403,1493984,750278,743706,951639,542756,408883,224942,505609,690167,429211,260956,1422986,17332,47653,2117,781,409,297308,3342,13857,354278,66638,420916,246480,260661,210964,130700,93340,66358,8804,1017307,460166,1477473,841958,398257,253488,98784,331942,19805,26345,59487,85832,57004,200941,79603,64334,67366,7525,83047,270070,35329,4922,5825,713,190,50440,1575
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520,2634200,1344345,1289855,1939994,1059692,880302,134952,305125,1072969,753843,319126,2239370,227465,17452,7477,121791,12260,547206,38570,96301,581868,377160,959028,231263,407662,335886,441072,221410,204507,19940,1861740,482420,2344160,1414154,748339,462741,374021,463109,119513,32108,68582,100690,94793,362797,157065,110939,109995,23032,73768,418185,69416,12537,14741,1833,371,94172,6097
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,410,4063872,2048186,2015686,2629749,1493158,1136591,724250,476446,1757664,1099964,657700,3881485,103038,23181,16707,8397,17137,728556,20261,59523,673499,395001,1068500,618508,664470,552373,313247,267265,227382,31483,2674728,1247434,3922162,2454299,1038155,560184,378113,739497,86940,42202,100127,142329,114073,462395,175768,172554,209786,46557,205131,623870,105412,24592,31521,5280,1649,100264,4561
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,401,2359886,1193129,1166757,1187941,694686,493255,115652,1300628,1155807,649888,505919,2126195,81442,97432,2303,1287,623,253131,2737,18983,525596,65167,590763,364452,338509,281260,135374,105992,64607,9524,1299718,991866,2291584,1441436,561915,355077,74614,492651,18701,26048,74481,100529,71885,270986,99309,99792,135326,13725,191705,383510,70257,8651,10044,1167,226,56755,2462
Daman and Diu,Daman,20.43161666666668,72.8392366071429,495,191173,124659,66514,150348,104316,46032,4262,15240,105521,94502,11019,171537,16087,2618,169,216,244,49249,1316,4543,10006,61073,71079,8957,28094,30406,26991,14170,9128,1995,119741,20641,140382,122589,52868,15428,28433,14722,33493,3397,8211,11608,10433,30398,12523,7442,6389,1297,772,26109,2388,576,720,116,28,20475,34145
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,479,2743082,1404356,1338726,1842818,1046981,795837,265793,55571,1123709,801859,321850,2397056,334858,2586,1110,1291,3841,498326,6628,26991,489237,287506,776743,271762,700258,294811,311849,137505,139957,30127,1886269,669022,2555291,1527888,749156,461650,318954,457405,57119,15483,42703,58186,55458,276859,112463,108938,151329,40300,84440,356326,93723,22643,28084,4221,1220,48541,5549
Goa,North Goa,15.548723418714054,73.80667997909038,585,818008,416677,401331,663060,351738,311322,17606,56606,327658,239125,88533,622213,57941,134169,618,553,546,173951,23440,56266,115859,209230,325089,40968,101521,148792,153887,87513,86781,16601,636063,99538,735601,380926,260533,175035,146307,145651,26362,9322,19791,29113,33201,114062,48962,31899,28595,7315,8061,122650,18253,3867,4750,736,147,33432,2078
